policy,variable,variable_display,range_label,n_samples,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p,kendall_tau,kendall_p,lin_r2,lin_p,is_eligible,range_low
3_6C_9PER_5C_SLOWCYCLE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",58,0.7827353383135747,3.9246759111081424e-13,0.6573384260751458,0.8659547748675035,0.6543726352702329,2.5313124913434735e-08,0.5063520871143375,1.9703544341714498e-08,0.6126746098448651,3.924675911108443e-13,False,3.0
3_7C_31PER_5_9C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",203,0.4663930436605045,2.3312482391768583e-12,0.35124242692140056,0.5676448048864087,0.5270347811367634,6.60265061635605e-16,0.4390089255230942,1.376599576280076e-20,0.21752247117490914,2.3312482391769427e-12,True,3.0
4C-80PER_4C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",342,0.1869253175561362,0.0005110897665481435,0.08251061086367667,0.2872807638626012,0.27318445734301045,2.874325697948496e-07,0.20725077601138722,1.0663124308100887e-08,0.03494107434346236,0.0005110897665481504,True,3.0
4C_13PER_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",57,0.4440624887432234,0.0005398156753599797,0.20750487307754856,0.6315540820164477,0.41236712470832254,0.0014352848851066579,0.38847117794486224,1.9724540939549067e-05,0.19719149390882526,0.000539815675359984,False,3.0
4C_31PER_5,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",68,0.4374540070374061,0.00019125925334869488,0.22220488862290913,0.6120430054400128,0.5433828300950491,1.683246952113392e-06,0.4565408252853379,3.688800574824026e-08,0.1913660082730831,0.00019125925334869296,False,3.0
4C_40PER_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",65,0.6352765003565057,1.3127488602386392e-08,0.4631374722034601,0.7612283260650486,0.6127622377622378,5.787894078421078e-08,0.5086538461538462,2.101696439922519e-09,0.4035762319052093,1.3127488602386496e-08,False,3.0
4C_4PER_4_85C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",57,0.6481613692774344,5.012751302667985e-08,0.4663566328704862,0.7774291096387215,0.5453720508166969,1.1496482463126407e-05,0.45739348370927324,5.02882697305273e-07,0.4201131606235988,5.012751302667942e-08,False,3.0
4_4C-80PER_4_4C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",156,0.31221302431261383,7.253112673272844e-05,0.16307285331549395,0.4474035369377703,0.3450111425455579,1.0302171681041474e-05,0.2572373862696444,1.8807456129740383e-06,0.09747697255042873,7.253112673272935e-05,True,3.0
4_4C_24PER_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",67,0.4592677195583585,9.256511977738632e-05,0.24622236462344532,0.6299772140662115,0.3790805331630618,0.0015589279593563278,0.28629579375848035,0.0006136828063020184,0.21092683822833497,9.256511977738635e-05,False,3.0
4_4C_47PER_5_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",60,0.4563684903587182,0.0002474748095060713,0.22897856429316968,0.636530034411393,0.4864684634620729,8.116491099999621e-05,0.3887005649717514,1.1439015504984974e-05,0.2082721989922954,0.0002474748095060713,False,3.0
4_4C_55PER_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",68,0.4657777063805861,6.262859673570394e-05,0.2557549989759243,0.6338156135892369,0.322479673245028,0.007318509136455583,0.27392449517120276,0.0009562823087202315,0.2169488717611594,6.262859673570416e-05,False,3.0
4_4C_8PER_4_85C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",61,0.7859998712119706,6.203911303360775e-14,0.6660015257818908,0.8663441808701294,0.49973558963511366,4.125331041011099e-05,0.3836065573770492,1.2511075926264378e-05,0.6177957975452346,6.203911303360524e-14,False,3.0
4_65C_19PER_4_85C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",54,0.636732479467466,2.2703628008206847e-07,0.4448080731270183,0.7727461237305951,0.5220888126548503,5.142898379199535e-05,0.4102026554856743,1.190852635107475e-05,0.40542825040878705,2.2703628008206829e-07,False,3.0
4_65C_44PER_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",128,0.58785108331348,2.984326659733072e-13,0.46138667161890196,0.6909025567446391,0.5211957516938289,2.836852055307078e-10,0.37992125984251973,2.0119034330060734e-10,0.34556889615283176,2.9843266597331573e-13,True,3.0
4_65C_69PER_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",108,0.4712515884292561,2.6394185078996416e-07,0.30987317473126585,0.6062374937508028,0.3885887945735326,3.240268305241617e-05,0.27414330218068533,2.6079699422391933e-05,0.22207805959709706,2.6394185078996363e-07,True,3.0
4_8C-80PER_4_8C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",205,0.3915759885043114,6.408153794730979e-09,0.2689740188988017,0.5016904809854724,0.3831469125656419,1.4266681609279768e-08,0.2907699665231946,5.944414775547002e-10,0.15333175477312863,6.408153794731039e-09,True,3.0
4_8C_80PER_4_8C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",306,0.3331284576510834,2.3002708673507133e-09,0.22958007666595429,0.4292199796446344,0.4351334216715159,1.4422646072490196e-15,0.32162032243201544,4.871063518735099e-17,0.1109745692969897,2.3002708673506794e-09,True,3.0
4_8C_80PER_4_8C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",1850,0.250933905720134,5.843948679460043e-28,0.20773592940568877,0.29315503165157647,0.3913413630267705,9.306848488996426e-69,0.2934627855224537,8.560192457554593e-80,0.062967825039961,5.8439486794613555e-28,True,3.0
4_9C_27PER_4_75C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",50,0.3861250397854619,0.00561316545065838,0.12075579468753472,0.5999878498421874,0.23399759903961587,0.10193196483607754,0.2310204081632653,0.017920592898863996,0.14909254634932448,0.005613165450658393,False,3.0
4_9C_61PER_4_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",60,0.48535996218328875,8.472421692807882e-05,0.2639679604277957,0.6581687351964114,0.3709919422061685,0.003521061728060125,0.2858757062146893,0.001249942494344154,0.23557429289056328,8.472421692807955e-05,False,3.0
4_9C_69PER_4_25C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",48,0.5090319015522834,0.00022019774745782647,0.26292499939458025,0.6929436475249188,0.4569040382110291,0.0010965483098004023,0.35992907801418444,0.00030791983809973293,0.2591134767979335,0.00022019774745782612,False,3.0
5C_67PER_4C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",534,0.2933138419378728,4.685054392774323e-12,0.2137837901408094,0.36898135566338847,0.2622688350648642,7.53254446423919e-10,0.18529136890331738,1.5364893371888055e-10,0.08603300987235543,4.685054392773944e-12,True,3.0
5_2C_10PER_4_75C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",40,0.3187059052106793,0.045031165576353026,0.007989780606288542,0.5732982763830763,0.2103189493433396,0.19270443151754071,0.1717948717948718,0.11846745726658628,0.10157345401615851,0.04503116557635303,False,3.0
5_2C_37PER_4_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",54,0.6045157901104272,1.2933689658333861e-06,0.40179139435725153,0.7507550201295903,0.5009719839908519,0.00011416781256562143,0.4102026554856743,1.190852635107475e-05,0.3654393404928341,1.2933689658333806e-06,False,3.0
5_2C_50PER_4_25C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",143,0.3373380178223724,3.78871758951733e-05,0.18334172874147792,0.4751744897602427,0.3206371745504139,9.453568464946489e-05,0.235960601439712,2.9135446308614372e-05,0.11379693826832715,3.7887175895173364e-05,True,3.0
5_2C_58PER_4C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",150,0.5903133268750865,1.865916431266292e-15,0.4749877900129123,0.6857041452098666,0.383090804035735,1.3080712764968727e-06,0.2723042505592841,7.621855396654234e-07,0.3484698238863333,1.8659164312662006e-15,True,3.0
5_2C_58PER_4C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",218,0.29226613664496226,1.1513186463075454e-05,0.16582820994997224,0.4092505765765035,0.41461408774345,1.8201697434771603e-10,0.3103728685382467,9.74414233593378e-12,0.08541949462937182,1.151318646307493e-05,True,3.0
5_2C_58PER_4C_SLOWCYCLE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",27,0.09676057809314793,0.6311413890745885,-0.29406631527320304,0.4598651324054105,0.23954092076609296,0.2288173365110526,0.2997020016971689,0.031779736678470956,0.00936260947292018,0.6311413890745896,False,3.0
5_2C_66PER_3_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",60,0.2746004541488563,0.03372834919588231,0.022225486905682795,0.49407441545807995,0.05934981939427621,0.6523871219316734,0.0903954802259887,0.3075063275339298,0.07540540941875808,0.033728349195882364,False,3.0
5_2C_71PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",43,0.4290601549277335,0.004092624661544803,0.1477570988056472,0.6461389437999793,0.5116279069767442,0.0004538973250851453,0.4086378737541528,0.00011258226514428477,0.18409261654661074,0.004092624661544795,False,3.0
5_3C_54PER_4C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",463,0.27550509204076595,1.647637079087504e-09,0.1891231209198613,0.35765574000468664,0.2423825708811185,1.2897740260410248e-07,0.16817667573607095,6.385666417499748e-08,0.07590305574039093,1.6476370790875693e-09,True,3.0
5_4C-40PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",223,0.2600961066101718,8.49142410961103e-05,0.13327316770437503,0.3785381834748329,0.2661766106272832,5.688212620274958e-05,0.2002585545186442,8.555138792017381e-06,0.06764998467376997,8.491424109610747e-05,True,3.0
5_4C-50PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",212,0.46768506558480955,6.41926660562994e-13,0.3553289434366579,0.5667193461651109,0.4076937705999927,6.775886828924341e-10,0.30752034337834216,2.7136988453652582e-11,0.21872932057106761,6.419266605629935e-13,True,3.0
5_4C-50PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",240,0.3896879401816115,3.987831150220777e-10,0.2767127364566143,0.4920376867222422,0.33664473341551066,9.048123955705463e-08,0.23514644351464437,5.8041209105022914e-08,0.1518566907229874,3.9878311502206955e-10,True,3.0
5_4C-60PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",186,0.47144809696257645,1.1073473883361148e-11,0.3514051255949386,0.5762401382128318,0.397157148924766,1.9935801469238247e-08,0.29341160755219814,2.7436135396831636e-09,0.22226330812963482,1.107347388336114e-11,True,3.0
5_4C-60PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",222,0.3008224305132175,5.0431079393789966e-06,0.1761257062956775,0.41601700687151516,0.32022719308395914,1.097597821441187e-06,0.23932982756512164,1.114184099990906e-07,0.09049413469987946,5.0431079393789585e-06,True,3.0
5_4C-70PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",182,0.4257069809078317,2.085185578136211e-09,0.2987504946477413,0.5378576097889135,0.46498117406549605,3.767936468922774e-11,0.33483091494141226,1.9316482346116217e-11,0.18122643359366103,2.0851855781361984e-09,True,3.0
5_4C-80PER_5_4C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",120,0.47799381967242427,3.370781917720808e-08,0.3267469332883622,0.6053693790903913,0.5275435794152371,5.982108173828144e-10,0.40588235294117647,4.9191975928614995e-11,0.22847809164503383,3.370781917720841e-08,True,3.0
5_6C_19PER_4_6C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",401,0.3398826823076631,2.6678253503252396e-12,0.250283997350571,0.4237090099262587,0.3106474485428221,2.026727833005153e-10,0.21970074812967583,5.0122194213094047e-11,0.11552023773265192,2.6678253503251043e-12,True,3.0
5_6C_25PER_4_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",39,0.6019580729419081,5.037608239928772e-05,0.353599475746267,0.7710341266781606,0.41599190283400816,0.008440587094086965,0.2928475033738192,0.00866435366462312,0.36235352157993567,5.0376082399287534e-05,False,3.0
5_6C_26PER_4_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",75,0.006375589445353531,0.956706199469599,-0.22090591002961782,0.2330002796080897,0.06495483336724377,0.5798098862061825,0.05663783980684418,0.4726160902243751,4.064814077570286e-05,0.9567061994695953,False,3.0
5_6C_26PER_4_5C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",210,0.053043751502088295,0.44449342253200097,-0.08294234192404899,0.18709057209692664,0.12293020355712561,0.07547894076808404,0.10629895950594784,0.02286709866513005,0.0028136395734153,0.44449342253199814,True,3.0
5_6C_36PER_4_3C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",283,0.45742294018598045,4.862627341342957e-16,0.3600272516544616,0.5449555904542908,0.30637800186579217,1.4542817227907063e-07,0.21965766984938478,3.6140937869567235e-08,0.2092357462083871,4.862627341342754e-16,True,3.0
5_6C_38PER_4_25C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",34,0.5843108997131212,0.0002851581364493674,0.306758888031224,0.770274961341183,0.41757066462948816,0.014002911470799663,0.3262032085561498,0.00667026392419469,0.3414192275235572,0.00028515813644936687,False,3.0
5_6C_47PER_4C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",42,0.5551872314213887,0.00013556490001158326,0.30225863283635823,0.7350817687771444,0.41495826918402073,0.006285830390071397,0.3356562137049942,0.0017361661263948836,0.3082328619333466,0.00013556490001158416,False,3.0
5_6C_58PER_3_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",39,0.40881321387488756,0.009766608162153466,0.10711231691158318,0.6415750746403454,0.3374493927125506,0.03565242727843615,0.25775978407557354,0.020860341752234172,0.1671282438387147,0.009766608162153436,False,3.0
5_6C_5PER_4_75C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",9,0.4726996616874441,0.19879521521651775,-0.2790124564516528,0.8652068811386376,0.33333333333333337,0.38071318167686347,0.2777777777777778,0.35848765432098767,0.2234449701594241,0.1987952152165177,False,3.0
5_6C_65PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",23,0.40835317311618324,0.05305474146846654,-0.004628008350325535,0.7023353989016307,0.19960474308300394,0.3611775346501445,0.19367588932806323,0.20739075829593537,0.16675231399405552,0.05305474146846643,False,3.0
5_9C_15PER_4_6C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",48,0.35844351380192596,0.012361584179677775,0.08273507162913869,0.5831831963655179,0.14861050803300044,0.3134183032685019,0.12056737588652483,0.22674987940706726,0.12848175258667144,0.01236158417967777,False,3.0
5_9C_60PER_3_1C_NEWSTRUCTURE,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",58,0.20368492311271305,0.12513390641239427,-0.05764353309229515,0.4388902621379829,0.018241102463933068,0.8918946174342273,-0.004234724742891711,0.9625483742494887,0.041487547903431864,0.12513390641239414,False,3.0
6C-30PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",224,0.39265720946509863,1.1273892545290427e-09,0.2757683538402817,0.4981023951841201,0.2353384582532565,0.0003815250892549359,0.1716047405509289,0.00013203293407973107,0.15417968414491834,1.1273892545290475e-09,True,3.0
6C-40PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",185,0.3387509798560141,2.3995686956134042e-06,0.2044753196564163,0.46051375260846905,0.31355331488571325,1.386518730614369e-05,0.21891891891891893,9.664540623179573e-06,0.1147522263534097,2.3995686956134326e-06,True,3.0
6C-40PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",193,0.39816836272057116,9.780434614670358e-09,0.27223817904559894,0.5106887187915871,0.2340987393835799,0.0010501696862557463,0.16968911917098445,0.0004578111938297875,0.1585380450715803,9.780434614670434e-09,True,3.0
6C-50PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",197,0.4843695285850382,5.528778715251469e-13,0.3696004918960966,0.5845815960584628,0.29828535013451624,2.0689891952820747e-05,0.20708588003729408,1.5499352426957397e-05,0.23461384022169213,5.528778715251473e-13,True,3.0
6C-50PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",144,0.26325399951342493,0.0014328946541754377,0.10416356686229673,0.4092085787618907,0.08977976046941565,0.2845606895803071,0.07575757575757576,0.17790014097690843,0.06930266825981433,0.0014328946541754277,True,3.0
6C-60PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",169,0.3782760792713551,3.961538878155652e-07,0.24108299036772315,0.5006468841880177,0.3420615583511512,5.317179619381274e-06,0.24556213017751483,2.1440719718326414e-06,0.1430927921489087,3.9615388781556427e-07,True,3.0
6C_20PER_4_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",26,0.2739424329306738,0.1756683545565644,-0.12687218397537106,0.5978547313406739,0.4516239316239316,0.020556725113244433,0.32923076923076927,0.018371833944896835,0.0750444565599767,0.1756683545565647,False,3.0
6C_31PER_4_25C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",26,0.365883616265669,0.06602923348387954,-0.02501335918247098,0.6597342396535835,0.21777777777777776,0.2851898367049421,0.1876923076923077,0.18792092490203857,0.13387082065164338,0.06602923348387933,False,3.0
6C_40PER_4C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",23,0.45487712350847054,0.029196162582131653,0.05252309861179151,0.730171217833007,0.3448616600790514,0.10705938492033767,0.2727272727272727,0.07219491360513254,0.20691319749134035,0.029196162582131622,False,3.0
6C_4PER_4_75C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",26,0.11292920328099859,0.5828198233510451,-0.2869760272327722,0.4793143296905287,0.024957264957264955,0.9036772352213103,0.046153846153846156,0.7600019817687585,0.012753004953681106,0.5828198233510451,False,3.0
6C_52PER_3_5C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",8,0.18661387865707593,0.6581375828380637,-0.5964998188547138,0.7877025452101899,0.0,1.0,0.0,1.0,0.03482473970743785,0.6581375828380637,False,3.0
6C_60PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",62,0.2037686416811338,0.11216433007307407,-0.04846624715084754,0.43157201786600224,0.2771272443403591,0.029213114035015877,0.2226335272342676,0.010552204001377597,0.0415216593325743,0.11216433007307436,False,3.0
7C-30PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",157,0.2646658507503712,0.0008090187791636147,0.11269988603040082,0.404533344109569,0.25446076941682844,0.001299852809428333,0.17246447819696226,0.0013473499254912492,0.07004801255341776,0.0008090187791636117,True,3.0
7C-40PER_3C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",107,0.1171640322729817,0.22941639490731394,-0.07434822281778483,0.30034147359262275,0.13783577264444838,0.15683253843189168,0.10456709575030859,0.11041399417017769,0.013727410458464297,0.22941639490731439,True,3.0
7C-40PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",76,0.1958744752639286,0.08993077917083026,-0.03094775086377636,0.4035105925003067,0.1351742993848257,0.24432490384469494,0.07719298245614037,0.323804713697868,0.0383668100599194,0.0899307791708301,False,3.0
80PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",405,0.44152018645616,9.421717480252459e-21,0.3595451336539247,0.5167324948372193,0.45821677405835826,2.0417463018233647e-22,0.3747952573035082,1.9486144952510398e-29,0.19494007504828229,9.42171748025254e-21,True,3.0
80PER_4C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",80,0.588052514456774,9.725444970612163e-09,0.42298778618300514,0.7153434125995805,0.6312470698546648,3.4467195139352565e-10,0.5417721518987342,1.1372679633433865e-12,0.34580575975893474,9.725444970611829e-09,True,3.0
8C-15PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",107,0.3187292684308973,0.0008200178574346745,0.1371715812893228,0.4795674088647,0.2540410274495974,0.00828028734418858,0.17157467818726857,0.008811514145530979,0.10158834655449507,0.0008200178574346664,True,3.0
8C-25PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",51,0.1517956735256371,0.2876276838317201,-0.12919242804634296,0.41021889982941506,0.03737556561085972,0.7945639284568692,0.03529411764705883,0.7147385799234849,0.023041926501101814,0.2876276838317197,False,3.0
8C-35PER_3_6C,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",41,0.26011856278511564,0.10049167395294738,-0.05166652598028183,0.5256995868828294,0.09843205574912894,0.5403584271723292,0.08780487804878048,0.41868799008434754,0.06766166670539414,0.10049167395294738,False,3.0
VARCHARGE_2C_100CYCLES,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",130,-0.042015559743229666,0.6350478657096011,-0.2126631418815136,0.13111911342279342,0.23007005421349463,0.008456210809928815,0.14537865235539651,0.014155260572272906,0.0017653072605369007,0.6350478657096017,True,3.0
VARCHARGE_4C_100CYCLES,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",35,0.6132814845968558,8.959715952421719e-05,0.3519680319202078,0.7859087623791442,0.5644257703081234,0.00041273172320256544,0.4621848739495798,9.407205998348539e-05,0.3761141793493234,8.959715952421758e-05,False,3.0
VARCHARGE_6C_100CYCLES,charge_delta_ah_3p00_3p05,"[3.00,3.05)","[3.00,3.05)",17,0.8638895429826584,7.838068084060818e-06,0.6553702077008599,0.9500505369642726,0.5514705882352942,0.021746579686423604,0.4264705882352941,0.017119110549244844,0.7463051424747867,7.838068084060701e-06,False,3.0
1C_4PER_6C,charge_delta_ah_3p05_3p10,"[3.05,3.10)","[3.05,3.10)",22,0.9550915476034868,5.000619684005021e-12,0.8931198269761648,0.9814820427025331,0.9706380575945794,7.614702739368347e-14,0.8701298701298701,7.405560372241093e-12,0.9121998643036237,5.0006196840050246e-12,False,3.05
2C_10PER_6C,charge_delta_ah_3p05_3p10,"[3.05,3.10)","[3.05,3.10)",31,0.9668939236301097,9.530896363754908e-19,0.9317956763902014,0.9840793109657762,0.960483870967742,1.1907890655549794e-17,0.853763440860215,2.0532687903674273e-16,0.9348838595528285,9.530896363754921e-19,False,3.05
2C_2PER_5C,charge_delta_ah_3p05_3p10,"[3.05,3.10)","[3.05,3.10)",14,-0.8987448099661662,1.2469428133858585e-05,-0.9678159039309893,-0.70375462160455,-0.8467189348808516,0.00013345247758867428,-0.6481039922301568,0.0015680199698015226,0.8077422334411205,1.2469428133858586e-05,False,3.05
2C_7PER_5_5C,charge_delta_ah_3p05_3p10,"[3.05,3.10)","[3.05,3.10)",63,0.9928688414270513,4.6343395528294e-58,0.9881989537851502,0.9956947715363191,0.994959677419355,1.2094549840223307e-62,0.9528929851510496,2.512240974591788e-28,0.9857885362766957,4.6343395528228824e-58,False,3.05
3_6C-80PER_3_6C,charge_delta_ah_3p05_3p10,"[3.05,3.10)","[3.05,3.10)",583,0.12014626528496204,0.0036692090606911614,0.03932606659603533,0.19940468216066248,0.5788901874197777,1.8352284882971222e-53,0.42819292377250845,6.275779820311593e-54,0.014435125061924488,0.0036692090606911714,True,3.05
