sample_id,policy,cell_code,cycles,best_degree,voltage_hr,capacity_fit,dqdv_hr
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.4087584000000004,-0.012977695066107575,0.06662454587614919
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.4067584,-0.012998093359015694,0.043613964575762054
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.4047584000000004,-0.012803239207804573,0.14840591415616045
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.4027584,-0.012404469702391008,0.2473393681900986
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.4007584000000004,-0.011813881735044218,0.34006471758065304
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3987584,-0.011044210832068357,0.4262912489456321
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3967584000000004,-0.010108716739261725,0.5057838197869895
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3947584,-0.009021075552920366,0.578359636895488
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3927584000000004,-0.0077952781916798,0.6438851361992359
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3907584,-0.006445535008123393,0.7022729622725625
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3887584000000004,-0.004986186342589571,0.7534790457477346
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3867584,-0.003431618825132432,0.7974997768724106
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3847584000000004,-0.0017961872350999442,0.8343692734847459
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3827584,-9.414173119343117e-05,0.8641567416730078
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3807584000000004,0.0016604397315920782,0.8869639274201006
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3787584,0.003453713978486983,0.9029226575373174
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3767584000000004,0.005272130361741345,0.9121924681956672
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3747584,0.007102483851269659,0.9149583194022197
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3727584000000004,0.008931963639350227,0.9114283937582679
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3707584,0.01074819742630273,0.9018319778604211
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3687584000000004,0.01253929155079192,0.8864174247247849
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3667584,0.014293867125201865,0.8654501956159821
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3647584000000004,0.016001092333255862,0.8392109796840646
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3627584,0.017650711043938117,0.8079938898271459
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3607584000000004,0.01923306789256446,0.7721047332087148
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3587584,0.020739129976772963,0.7318593548710322
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3567584000000004,0.022160505312048606,0.6875820529029557
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3547584,0.02348945818838477,0.6396040636348861
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3527584000000004,0.02471892156658817,0.588262115341414
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3507584,0.025842506649750407,0.5338970489554784
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3487584000000004,0.026854509762410106,0.47685250430255
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3467584,0.027749916666960583,0.41747367038204963
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3447584000000004,0.028524404443938334,0.35610609823811323
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3427584,0.02917434105991301,0.2930945749708638
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3407584000000003,0.029696782743821815,0.22878205745799995
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3387584,0.030089469289744986,0.16350866436664457
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3367584000000003,0.03035081740128842,0.09761072505382806
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3347584,0.030479912189960268,0.03141988396070783
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3327584000000003,0.03047649693713128,0.034737740873708844
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3307584,0.0303409612264654,0.10054234654093719
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3287584000000003,0.03007432755096756,0.1656811825869262
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3267584,0.02967823649611767,0.229849238263947
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3247584000000003,0.0291549305979118,0.2927498810314866
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3227584,0.0285072369719917,0.35409544761715583
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3207584000000003,0.027738548807443197,0.4136077889273304
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3187584,0.026852805816282355,0.47101877009116677
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3167584000000003,0.025854473727078553,0.5260707269023133
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3147584,0.024748522908673076,0.5785168799107892
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3127584000000003,0.023540406207435416,0.6281217074049712
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3107584,0.022236036079053167,0.6746612785063677
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3087584000000003,0.02084176109340996,0.717923547590436
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3067584,0.019364341888691405,0.7577086112284279
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3047584000000003,0.01781092664849626,0.7938289288348077
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3027584,0.01618902617335216,0.8261095081892766
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.3007584000000003,0.014506488615739166,0.8543880569894493
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2987584,0.012771473945394352,0.8785151015750241
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2967584000000003,0.010992428209439076,0.8983540739520266
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2947584,0.009178057649586235,0.9137813682316842
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2927584000000003,0.007337302736512341,0.9246863675830401
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2907584,0.00547931217925407,0.9309714427871147
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2887584000000003,0.0036134169653638804,0.9325519234636279
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2867584,0.0017491044853995552,0.9293560430310973
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2847584000000003,-0.00010400720676051467,0.9213248584438454
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2827584,-0.0019361949483758245,0.9084121457366815
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2807584000000003,-0.0037376557897072504,0.8905842723961207
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2787584,-0.005498532037960302,0.8678200475607072
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2767584000000003,-0.007208935979950093,0.8401105510399709
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2747584,-0.008858974242120177,0.8074589421280074
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2727584000000003,-0.010438771748462139,0.7698802491738799
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2707584,-0.011938495238815683,0.7274011408567813
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2687584000000003,-0.013348376311889287,0.6800596801002552
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2667584,-0.014658733959216685,0.6279050615462598
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2647584000000003,-0.015859996558074352,0.5709973334953933
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2627584,-0.016942723293198236,0.5094071052060207
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2607584000000003,-0.017897624978898463,0.4432152404322327
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2587584,-0.018715584254927142,0.3725125380645764
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2567584000000003,-0.0193876751311568,0.29739940072563087
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2547584,-0.019905181857829635,0.2179854921578377
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2527584000000003,-0.020259617099788185,0.13438938422724078
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2507584,-0.020442739394738563,0.04673819435293147
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2487584000000003,-0.02044656987719995,0.04483278584150163
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2467584,-0.020263408251372517,0.14018046987294586
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2447584000000003,-0.019885847997708206,0.23915436297099468
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2427584,-0.019306790799488494,0.341596955123352
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2407584000000003,-0.01851946017721484,0.4473441198537147
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2387584,-0.017517414320073588,0.5562255180052134
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2367584000000003,-0.016294558105194035,0.6680650058158442
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2347584,-0.014845154296810159,0.782681046587864
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2327584000000003,-0.013163833918842627,0.8998871252644678
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2307584,-0.011245605795752234,1.0194921652429536
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2287584000000003,-0.009085865257870862,1.1413009467662047
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2267584,-0.006680402008687358,1.2651145262492487
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2247584000000002,-0.004025407152873917,1.3907306559099846
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2227584,-0.0011174793850473597,1.5179442030887882
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2207584000000002,0.002046369659481184,1.6465475686522328
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2187584,0.005468710889561634,1.7763311038981038
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2167584000000002,0.009151694075073546,1.9070835253781313
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2147584,0.013097044991074225,2.0385923270849893
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2127584000000002,0.01730606338341345,2.170644189455517
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2107584,0.02177962174889636,2.303025384651005
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2087584000000002,0.026518164922017418,2.435522177602758
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2067584,0.03152171045930746,2.5679212223128767
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2047584000000002,0.03678984981126887,2.7000099529191592
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2027584,0.04232175027098417,2.8315769690472337
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.2007584000000002,0.04811615768745775,2.9624124149846374
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1987584,0.05417139993092279,3.0923083522273735
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1967584,0.06048539109636719,3.2210591249618794
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1947584000000004,0.0670556364307689,3.348461718060811
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1927584,0.07387923796861051,3.4743161071817674
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1907584,0.08095290085949752,3.598425600576519
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1887584,0.08827294037091654,3.7205971722290627
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1867584000000004,0.09583528954841214,3.8406417859512914
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1847584,0.10363550751472178,3.958374710089892
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1827584,0.11166878838877348,4.073615822502774
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1807584,0.11992997080473283,4.186189905467014
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1787584000000004,0.1284135480106397,4.295926930228713
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1767584,0.13711367852564776,4.4026623308816255
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1747584,0.14602419733416816,4.506237267286949
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1727584,0.15513862759479552,4.606498876778538
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1707584000000004,0.16445019284128026,4.703300514383628
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1687584,0.17395182965233008,4.7965019813216045
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1667584,0.18363620076656884,4.885969741552557
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1647584,0.19349570861854026,4.971577126159211
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1627584000000004,0.2035225092712035,5.053204525359682
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1607584,0.21370852671997906,5.130739567964611
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1587584,0.22404546754306423,5.2040772881063475
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1567584,0.23452483587240444,5.273120279079954
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1547584000000004,0.2451379486593817,5.337778834143286
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1527584,0.25587595120897766,5.397971074160445
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1507584,0.2667298329560259,5.453623061950857
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1487584,0.27769044345678107,5.5046689032445215
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1467584000000004,0.2887485085690016,5.551050834172798
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1447584,0.29989464679347233,5.59271929518647
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1427584000000004,0.31111938574974746,5.629632991356104
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1407584,0.3224131787588968,5.661758939006603
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1387584000000004,0.33376642150577385,5.6890724986429575
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1367584,0.34516946875346866,5.711557394150276
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1347584000000004,0.35661265108237494,5.729205718258669
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1327584,0.36808629162650336,5.742017924279864
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1307584000000004,0.3795807227794944,5.750002804134951
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1287584,0.39108630284304324,5.753177452707661
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1267584000000004,0.402593432590325,5.751567218569804
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1247584,0.41409257171732256,5.745205641141666
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1227584000000004,0.42557425515489167,5.7341343743608775
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1207584,0.4370291092147661,5.718403096951462
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1187584000000004,0.4484478675426975,5.698069409388879
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1167584,0.4598213868523217,5.673198717695726
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1147584000000004,0.47114066241348035,5.643864104170362
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1127584,0.4823968432690032,5.610146185216649
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1107584000000004,0.4935812471543469,5.572132956431574
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1087584,0.5046853750947295,5.529919625101627
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1067584000000004,0.5157009256547535,5.483608430320018
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1047584,0.5266198088160097,5.433308450908811
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1027584000000004,0.5374341594583887,5.379135401363669
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.1007584,0.5481363504214644,5.321211416049493
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0987584000000004,0.5587190051225865,5.259664821886389
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0967584,0.5691750097090099,5.19462989978274
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0947584000000004,0.5794975247217174,5.126246635082538
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0927584,0.58967999624934,5.054660457311456
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0907584000000003,0.5997161665509632,4.980021969516457
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0887584,0.6096000841274059,4.9024866675110275
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0867584000000003,0.6193261132210073,4.822214649348211
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0847584,0.6288889427247988,4.739370315362493
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0827584000000003,0.6382835944824572,4.654122059126053
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0807584,0.6475054309613031,4.566641949696503
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0787584000000003,0.6565501622812432,4.477105405524384
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0767584,0.6654138525834006,4.38569086041548
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0747584000000003,0.6740929257229051,4.29257942196304
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0727584,0.6825841702712527,4.197954522862375
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0707584000000003,0.6908847438143546,4.102001565546772
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0687584,0.6989921765334398,4.0049075605922155
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0667584000000003,0.7069043740567234,3.906860759353094
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0647584,0.7146196195708523,3.80805028130726
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0627584000000003,0.7221365751819523,3.708665736596771
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0607584,0.7294542825172394,3.60889684427309
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0587584000000003,0.7365721625590446,3.5089330467601485
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0567584,0.74349001470428,3.4089631210701157
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0547584000000003,0.750208015043325,3.309174787314987
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0527584,0.7567267138535398,3.2097543150753154
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0507584000000003,0.7630470323036262,3.110886128197876
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0487584,0.7691702583663313,3.0127524086099697
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0467584000000003,0.7750980419380662,2.9155326997487805
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0447584,0.7808323891653265,2.8194035102264365
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0427584000000003,0.786375655978972,2.7245379183528655
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0407584,0.791730540838738,2.631105178159146
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0387584000000003,0.7969000766916086,2.5392703275830115
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0367584,0.8018876221490701,2.449193799481293
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0347584000000003,0.8066968518895337,2.3610310361541735
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0327584,0.8113317462936869,2.2749321080804066
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0307584000000003,0.8157965803218553,2.191041337572642
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0287584,0.8200959116439774,2.109496928080432
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0267584000000003,0.8242345680341769,2.030430599878116
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0247584,0.8282176340434899,1.9539672328919266
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0227584000000003,0.8320504369657447,1.880224517431742
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0207584,0.8357385321132169,1.8093126136092792
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0187584000000003,0.8392876874201818,1.7413338202364343
4_8C-80PER_4_8C|465027|10,4_8C-80PER_4_8C,465027,10,9,3.0167584,0.8427038673941627,1.6763822540126228
